# STATION: WBB,,,,,
# STATION NAME: U of U William Browning Building,,,,,
# LATITUDE: 40.76623,,,,,
# LONGITUDE: -111.84755,,,,,
# ELEVATION [ft]: 4806,,,,,
# STATE: UT,,,,,
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1
,,Fahrenheit,%,Miles/hour,Degrees
WBB,09/08/2019 03:36 MDT,71.11,35.79,2.73,275.4
WBB,09/08/2019 03:37 MDT,71.04,34.99,1.97,268.6
WBB,09/08/2019 03:38 MDT,71.01,34.73,1.83,256
WBB,09/08/2019 03:39 MDT,71.01,34.41,1.01,256
WBB,09/08/2019 03:40 MDT,70.97,34.86,2.51,238.2
WBB,09/08/2019 03:41 MDT,70.9,35.12,4.9,207.8
WBB,09/08/2019 03:42 MDT,70.81,35.45,6.98,216.5
WBB,09/08/2019 03:43 MDT,70.52,37.34,8.1,225.6
WBB,09/08/2019 03:44 MDT,70.21,38.81,8.14,227.6
WBB,09/08/2019 03:45 MDT,69.8,39.78,6.82,221.8
WBB,09/08/2019 03:46 MDT,69.55,40.13,7.05,223.6
WBB,09/08/2019 03:47 MDT,69.35,40.52,5.01,220.6
WBB,09/08/2019 03:48 MDT,69.28,40.56,3.22,210.6
WBB,09/08/2019 03:49 MDT,69.19,40.88,1.25,207.2
WBB,09/08/2019 03:50 MDT,69.17,40.77,0.6,206
WBB,09/08/2019 03:51 MDT,69.13,40.69,2.82,150
WBB,09/08/2019 03:52 MDT,69.17,40.24,6.85,49.67
WBB,09/08/2019 03:53 MDT,69.15,40.91,9.6,43.04
WBB,09/08/2019 03:54 MDT,69.12,40.59,9.19,46.56
WBB,09/08/2019 03:55 MDT,69.21,40.03,10.2,46.06
WBB,09/08/2019 03:56 MDT,69.39,39.59,9.35,32.55
WBB,09/08/2019 03:57 MDT,69.6,38.87,10.47,24.86
WBB,09/08/2019 03:58 MDT,69.8,38.48,8.55,17.46
WBB,09/08/2019 03:59 MDT,69.91,38.14,6.49,16.51
WBB,09/08/2019 04:00 MDT,70,37.93,5.08,348.1
WBB,09/08/2019 04:01 MDT,70.03,36.62,6.8,358.1
WBB,09/08/2019 04:02 MDT,70.39,35.02,5.86,6.36
WBB,09/08/2019 04:03 MDT,70.68,35.33,4.29,7.77
WBB,09/08/2019 04:04 MDT,70.93,34.3,4.5,20.01
WBB,09/08/2019 04:05 MDT,71.13,35.1,3.51,13.08
WBB,09/08/2019 04:06 MDT,71.15,34.34,4.85,11.93
WBB,09/08/2019 04:07 MDT,71.56,32.56,5.5,28.37
WBB,09/08/2019 04:08 MDT,72.14,31.4,5.59,49.21
WBB,09/08/2019 04:09 MDT,73.11,30.2,7.94,68.27
WBB,09/08/2019 04:10 MDT,74.03,29.4,5.91,61.52
WBB,09/08/2019 04:11 MDT,74.23,30.31,6.11,71.79
WBB,09/08/2019 04:12 MDT,74.08,29.71,5.32,61.91
WBB,09/08/2019 04:13 MDT,74.16,30.07,4.27,70.34
WBB,09/08/2019 04:14 MDT,73.85,31.54,3.09,70.37
WBB,09/08/2019 04:15 MDT,73.49,31.6,4.83,64.63
WBB,09/08/2019 04:16 MDT,73.45,31.26,6.64,67.01
WBB,09/08/2019 04:17 MDT,73.53,30.95,8.34,41.46
WBB,09/08/2019 04:18 MDT,73.87,30.45,9.15,43.67
WBB,09/08/2019 04:19 MDT,74.03,30.39,5.53,74.32
WBB,09/08/2019 04:20 MDT,74.26,30.13,8.88,40.95
WBB,09/08/2019 04:21 MDT,74.37,30.19,7.16,46.9
WBB,09/08/2019 04:22 MDT,74.52,30.17,9.08,36.85
WBB,09/08/2019 04:23 MDT,74.59,30.29,8.81,40.72
WBB,09/08/2019 04:24 MDT,74.62,30.61,5.01,26.04
WBB,09/08/2019 04:25 MDT,74.12,32.11,7.31,354.3
WBB,09/08/2019 04:26 MDT,73.06,34.79,3.09,297
WBB,09/08/2019 04:27 MDT,71.82,36.94,5.01,278
WBB,09/08/2019 04:28 MDT,70.99,37.58,4.94,256.9
WBB,09/08/2019 04:29 MDT,70.56,37.29,6.02,243.6
WBB,09/08/2019 04:30 MDT,70.43,36.99,5.53,241.2
WBB,09/08/2019 04:31 MDT,70.39,38.31,5.57,232.3
WBB,09/08/2019 04:32 MDT,70.07,40.01,5.17,220.4
WBB,09/08/2019 04:33 MDT,69.67,40.18,5.35,225.7
WBB,09/08/2019 04:34 MDT,69.46,39.92,4.36,220.5
WBB,09/08/2019 04:35 MDT,69.67,38.49,3,217.8
WBB,09/08/2019 04:36 MDT,70.2,38.99,2.59,219
WBB,09/08/2019 04:37 MDT,70.21,40.56,1.45,207.4
WBB,09/08/2019 04:38 MDT,70.03,39.57,4.27,202.6
WBB,09/08/2019 04:39 MDT,69.96,39.77,1.74,206.7
WBB,09/08/2019 04:40 MDT,69.89,40.36,2.3,215.3
WBB,09/08/2019 04:41 MDT,69.85,39.81,4.7,207.7
WBB,09/08/2019 04:42 MDT,69.8,39.82,7.36,215.4
WBB,09/08/2019 04:43 MDT,69.69,40.33,6.42,206
WBB,09/08/2019 04:44 MDT,69.51,40.82,5.68,195.4
WBB,09/08/2019 04:45 MDT,69.33,41.3,6.13,207.6
WBB,09/08/2019 04:46 MDT,69.15,41.56,6.26,210.1
WBB,09/08/2019 04:47 MDT,69.06,41.52,5.3,197.6
WBB,09/08/2019 04:48 MDT,69.04,40.92,6.02,197.1
WBB,09/08/2019 04:49 MDT,69.03,40.72,3.49,197.8
WBB,09/08/2019 04:50 MDT,69.08,40.85,1.32,199.5
WBB,09/08/2019 04:51 MDT,69.1,40.28,0.67,191.5
WBB,09/08/2019 04:52 MDT,69.22,38.42,0.74,199.8
WBB,09/08/2019 04:53 MDT,69.44,36.97,2.98,205.4
WBB,09/08/2019 04:54 MDT,69.84,37.22,2.44,205.5
WBB,09/08/2019 04:55 MDT,70.03,38.05,1.43,205.6
WBB,09/08/2019 04:56 MDT,70.14,39.13,0.11,205.9
WBB,09/08/2019 04:57 MDT,70.03,38.91,0.67,205
WBB,09/08/2019 04:58 MDT,69.87,38.4,0.89,206.4
WBB,09/08/2019 04:59 MDT,69.84,38.21,0.04,206.4
WBB,09/08/2019 05:00 MDT,69.84,36.84,0,
WBB,09/08/2019 05:01 MDT,69.91,38.23,0,
WBB,09/08/2019 05:02 MDT,69.94,37.95,0.07,204.4
WBB,09/08/2019 05:03 MDT,69.91,38.42,0.58,204.3
WBB,09/08/2019 05:04 MDT,69.8,38.62,0,
WBB,09/08/2019 05:05 MDT,69.69,38.22,0.65,204.4
WBB,09/08/2019 05:06 MDT,69.69,38,0.72,204.3
WBB,09/08/2019 05:07 MDT,69.76,37.76,0.43,204.3
WBB,09/08/2019 05:08 MDT,69.85,37.41,0.29,197.2
WBB,09/08/2019 05:09 MDT,69.96,37.46,1.25,152
WBB,09/08/2019 05:10 MDT,70.03,37.54,4.5,113.9
WBB,09/08/2019 05:11 MDT,70.09,37.77,3.87,115
WBB,09/08/2019 05:12 MDT,70.45,37.23,3.91,126.4
WBB,09/08/2019 05:13 MDT,71.15,36.23,3.71,130.9
WBB,09/08/2019 05:14 MDT,71.64,35.53,2.37,135.9
WBB,09/08/2019 05:15 MDT,71.76,36.5,2.51,227.6
WBB,09/08/2019 05:16 MDT,71.44,36.61,6.69,255.5
WBB,09/08/2019 05:17 MDT,71.1,37,7.16,258.9
WBB,09/08/2019 05:18 MDT,70.72,38.5,7.36,271.9
WBB,09/08/2019 05:19 MDT,70.29,40.61,5.41,271.4
WBB,09/08/2019 05:20 MDT,69.71,42.68,4.85,270.8
WBB,09/08/2019 05:21 MDT,69.1,44.68,5.61,266.1
WBB,09/08/2019 05:22 MDT,68.61,46.02,5.12,263.5
WBB,09/08/2019 05:23 MDT,68.23,46.69,3.51,273.4
WBB,09/08/2019 05:24 MDT,67.98,47.23,3.4,270.2
WBB,09/08/2019 05:25 MDT,67.64,47.72,3.87,291.7
WBB,09/08/2019 05:26 MDT,67.41,48.11,1.81,284.7
WBB,09/08/2019 05:27 MDT,67.33,48.26,3.36,313.2
WBB,09/08/2019 05:28 MDT,67.23,48.43,6.78,330.5
WBB,09/08/2019 05:29 MDT,67.08,48.66,6.15,331.3
WBB,09/08/2019 05:30 MDT,66.96,48.76,6.58,330.6
WBB,09/08/2019 05:31 MDT,66.96,48.58,7.4,335.2
WBB,09/08/2019 05:32 MDT,67.03,48.23,6.26,356.4
WBB,09/08/2019 05:33 MDT,67.17,47.93,6.71,346.9
WBB,09/08/2019 05:34 MDT,67.41,47.25,7.07,343.2
WBB,09/08/2019 05:35 MDT,67.55,47.01,6.87,340.6
WBB,09/08/2019 05:36 MDT,67.69,46.72,7.31,345.6
WBB,09/08/2019 05:37 MDT,67.84,46.45,7.38,7.2
WBB,09/08/2019 05:38 MDT,67.96,46.28,7.83,2.73
WBB,09/08/2019 05:39 MDT,68.14,46,7.43,3.99
WBB,09/08/2019 05:40 MDT,68.34,45.63,7.4,359.9
WBB,09/08/2019 05:41 MDT,68.54,45.17,7.23,1.42
WBB,09/08/2019 05:42 MDT,68.72,44.87,6.24,4.9
WBB,09/08/2019 05:43 MDT,68.83,44.84,5.39,10.61
WBB,09/08/2019 05:44 MDT,68.95,44.43,6.11,14.39
WBB,09/08/2019 05:45 MDT,69.17,44.18,6.35,26.88
WBB,09/08/2019 05:46 MDT,69.26,44.23,7.27,28.87
WBB,09/08/2019 05:47 MDT,69.35,43.8,9.08,25.98
WBB,09/08/2019 05:48 MDT,69.57,43.23,9.82,23.73
WBB,09/08/2019 05:49 MDT,69.82,42.43,8.93,20.85
WBB,09/08/2019 05:50 MDT,70.12,41.88,9.31,25.22
WBB,09/08/2019 05:51 MDT,70.38,41.69,10.4,22.24
WBB,09/08/2019 05:52 MDT,70.5,41.24,10.89,19.18
WBB,09/08/2019 05:53 MDT,70.74,40.69,10.6,22.19
WBB,09/08/2019 05:54 MDT,70.84,40.53,8.43,19.19
WBB,09/08/2019 05:55 MDT,70.9,40.59,8.9,15.82
WBB,09/08/2019 05:56 MDT,71.01,40.18,7.9,13.27
WBB,09/08/2019 05:57 MDT,71.11,40.04,7.07,13.43
WBB,09/08/2019 05:58 MDT,71.22,39.71,6.8,25.13
WBB,09/08/2019 05:59 MDT,71.22,40.09,6.13,34.95
WBB,09/08/2019 06:00 MDT,71.22,39.71,8.84,31.58
WBB,09/08/2019 06:01 MDT,71.29,39.66,9.93,34.01
WBB,09/08/2019 06:02 MDT,71.46,39.23,10.42,31.39
WBB,09/08/2019 06:03 MDT,71.46,39.27,11.83,21.8
WBB,09/08/2019 06:04 MDT,71.49,39.41,12.39,16.23
WBB,09/08/2019 06:05 MDT,71.42,40.5,8.72,22.08
WBB,09/08/2019 06:06 MDT,71.28,41.37,8.28,28.7
WBB,09/08/2019 06:07 MDT,71.11,41.07,8.12,34.96
WBB,09/08/2019 06:08 MDT,71.26,40.3,8.52,45.5
WBB,09/08/2019 06:09 MDT,71.42,39.76,9.8,32.26
WBB,09/08/2019 06:10 MDT,71.35,40.66,9.91,39.9
WBB,09/08/2019 06:11 MDT,71.02,42.07,10.8,36.26
WBB,09/08/2019 06:12 MDT,70.86,41.53,11.74,43.17
WBB,09/08/2019 06:13 MDT,70.99,40.77,11.48,44.33
WBB,09/08/2019 06:14 MDT,71.11,40.71,9.06,40.82
WBB,09/08/2019 06:15 MDT,71.22,40.63,9.22,40.97
WBB,09/08/2019 06:16 MDT,71.11,41.21,8.7,35.74
WBB,09/08/2019 06:17 MDT,70.92,41.9,6.89,34.35
WBB,09/08/2019 06:18 MDT,70.83,41.53,6.24,27.1
WBB,09/08/2019 06:19 MDT,70.9,41.17,5.59,25.21
WBB,09/08/2019 06:20 MDT,71.01,41.04,6.4,26.19
WBB,09/08/2019 06:21 MDT,71.04,40.92,7.78,25.77
WBB,09/08/2019 06:22 MDT,71.02,41.16,7.7,29.45
WBB,09/08/2019 06:23 MDT,71.04,40.93,8.52,29.15
WBB,09/08/2019 06:24 MDT,71.02,41.23,9.42,27.82
WBB,09/08/2019 06:25 MDT,71.08,40.85,9.48,28.81
WBB,09/08/2019 06:26 MDT,71.08,41.13,8.59,38
WBB,09/08/2019 06:27 MDT,71.06,40.8,7.54,39.1
WBB,09/08/2019 06:28 MDT,71.33,39.47,7.47,41.18
WBB,09/08/2019 06:29 MDT,71.49,39.74,8.12,44.8
WBB,09/08/2019 06:30 MDT,71.55,39.69,7.87,47.25
WBB,09/08/2019 06:31 MDT,71.47,40.19,8.68,53.91
WBB,09/08/2019 06:32 MDT,71.4,40.49,8.14,71.42
WBB,09/08/2019 06:33 MDT,71.31,41.19,6.08,95.3
WBB,09/08/2019 06:34 MDT,71.4,40.17,7.63,82.2
WBB,09/08/2019 06:35 MDT,71.58,38.97,7.96,76.19
WBB,09/08/2019 06:36 MDT,71.91,38.41,7.52,65.48
WBB,09/08/2019 06:37 MDT,72.07,38.46,7.54,57.51
WBB,09/08/2019 06:38 MDT,72.14,38.71,7.99,56.29
WBB,09/08/2019 06:39 MDT,72.18,37.77,7.54,57.07
WBB,09/08/2019 06:40 MDT,72.34,37.33,6.35,52.15
WBB,09/08/2019 06:41 MDT,72.41,37.38,5.19,52.66
WBB,09/08/2019 06:42 MDT,72.37,37.49,4.97,56.4
WBB,09/08/2019 06:43 MDT,72.28,37.86,3.65,63.84
WBB,09/08/2019 06:44 MDT,72.19,38.48,0.96,72.43
WBB,09/08/2019 06:45 MDT,72.19,38.3,1.28,76.15
WBB,09/08/2019 06:46 MDT,72.32,36.9,2.95,58.07
WBB,09/08/2019 06:47 MDT,72.57,36.97,3.15,62.45
WBB,09/08/2019 06:48 MDT,72.75,37.09,2.57,53.72
WBB,09/08/2019 06:49 MDT,72.88,37.39,2.53,68.49
WBB,09/08/2019 06:50 MDT,72.93,37.52,2.86,87.6
WBB,09/08/2019 06:51 MDT,72.93,35.97,6.2,106.8
WBB,09/08/2019 06:52 MDT,73.08,35.52,8.3,99.2
WBB,09/08/2019 06:53 MDT,73.13,35.29,7.78,109.7
WBB,09/08/2019 06:54 MDT,73.18,35.15,8.1,113.5
WBB,09/08/2019 06:55 MDT,73.13,35.3,7.9,125.1
WBB,09/08/2019 06:56 MDT,73.09,35.6,7.4,112.9
WBB,09/08/2019 06:57 MDT,73.17,34.48,6.38,110
WBB,09/08/2019 06:58 MDT,73.27,35.03,4.59,110.3
WBB,09/08/2019 06:59 MDT,73.26,35.33,4.21,120.9
WBB,09/08/2019 07:00 MDT,73.15,35.83,5.14,114.7
WBB,09/08/2019 07:01 MDT,73.09,35.63,6.33,102
WBB,09/08/2019 07:02 MDT,73.15,34.68,5.17,100.1
WBB,09/08/2019 07:03 MDT,73.26,34.8,4.7,97.6
WBB,09/08/2019 07:04 MDT,73.26,35.1,2.15,97.4
WBB,09/08/2019 07:05 MDT,73.24,37.27,0.78,62.37
WBB,09/08/2019 07:06 MDT,72.79,40.39,4.43,307
WBB,09/08/2019 07:07 MDT,71.98,42.14,3.69,282
WBB,09/08/2019 07:08 MDT,71.35,42.74,3.42,265.1
WBB,09/08/2019 07:09 MDT,70.95,42.68,3.91,216
WBB,09/08/2019 07:10 MDT,70.7,44.5,3.44,150.9
WBB,09/08/2019 07:11 MDT,70.39,43.72,6.24,158.7
WBB,09/08/2019 07:12 MDT,70.25,43.32,5.61,154.4
WBB,09/08/2019 07:13 MDT,70.18,43.86,3.13,132.8
WBB,09/08/2019 07:14 MDT,70.2,42.88,2.73,127.3
WBB,09/08/2019 07:15 MDT,70.3,42.85,3.69,108.2
WBB,09/08/2019 07:16 MDT,70.43,43.15,5.46,70.13
WBB,09/08/2019 07:17 MDT,70.59,41.87,7.38,51.69
WBB,09/08/2019 07:18 MDT,70.52,43.89,7.65,61.38
WBB,09/08/2019 07:19 MDT,70.3,43.88,6.42,58.61
WBB,09/08/2019 07:20 MDT,70.21,43.85,6.6,60.02
WBB,09/08/2019 07:21 MDT,70.36,43.4,6.44,64.58
WBB,09/08/2019 07:22 MDT,70.48,42.96,6.82,70.68
WBB,09/08/2019 07:23 MDT,70.63,43.16,6.31,77.32
WBB,09/08/2019 07:24 MDT,70.63,44.42,9.13,85.1
WBB,09/08/2019 07:25 MDT,70.88,41.08,10.42,87.1
WBB,09/08/2019 07:26 MDT,71.42,40.15,11.79,77.95
WBB,09/08/2019 07:27 MDT,71.67,40.22,10.11,82.8
WBB,09/08/2019 07:28 MDT,71.83,38.78,9.51,90.6
WBB,09/08/2019 07:29 MDT,71.98,38.22,9.4,89.1
WBB,09/08/2019 07:30 MDT,72.23,37.07,13.51,72.06
WBB,09/08/2019 07:31 MDT,72.48,36.37,14.67,72.27
WBB,09/08/2019 07:32 MDT,72.66,36.38,10.74,81.9
WBB,09/08/2019 07:33 MDT,72.7,35.78,10.49,86.9
WBB,09/08/2019 07:34 MDT,72.77,36.14,11.45,73.44
WBB,09/08/2019 07:35 MDT,72.82,35.62,13.82,66.02
WBB,09/08/2019 07:36 MDT,72.93,35.22,9.28,74.76
WBB,09/08/2019 07:37 MDT,73.08,34.9,9.78,82.9
WBB,09/08/2019 07:38 MDT,73.13,35.19,7.99,94
WBB,09/08/2019 07:39 MDT,73.09,35.46,5.7,119.9
WBB,09/08/2019 07:40 MDT,73.02,35.43,5.55,95.4
WBB,09/08/2019 07:41 MDT,73.06,34.96,5.17,96.7
WBB,09/08/2019 07:42 MDT,73.13,35.42,3.83,89.1
WBB,09/08/2019 07:43 MDT,73.11,35.45,7.27,89.7
WBB,09/08/2019 07:44 MDT,73.13,34.96,8.86,93.5
WBB,09/08/2019 07:45 MDT,73.42,33.68,8.81,93.3
WBB,09/08/2019 07:46 MDT,73.65,34.18,9.84,111.6
WBB,09/08/2019 07:47 MDT,73.47,35.62,11.72,150.3
WBB,09/08/2019 07:48 MDT,73.24,35.14,11.05,156.3
WBB,09/08/2019 07:49 MDT,72.99,36.93,11.25,122.7
WBB,09/08/2019 07:50 MDT,72.59,37.75,11.56,103.6
WBB,09/08/2019 07:51 MDT,72.36,37.33,12.1,118.4
WBB,09/08/2019 07:52 MDT,72.54,36.72,15.12,127.9
WBB,09/08/2019 07:53 MDT,72.54,37.7,15.14,128.6
WBB,09/08/2019 07:54 MDT,72.21,40.36,14.09,143.7
WBB,09/08/2019 07:55 MDT,71.26,42.16,21.03,143.7
WBB,09/08/2019 07:56 MDT,70.72,43.53,14.83,134.9
WBB,09/08/2019 07:57 MDT,70.25,44.15,15.9,110.1
WBB,09/08/2019 07:58 MDT,70.09,44.42,14.81,127.2
WBB,09/08/2019 07:59 MDT,70.07,43.96,16.78,116.5
WBB,09/08/2019 08:00 MDT,70.02,44.62,13.67,115.5
WBB,09/08/2019 08:01 MDT,69.87,45.44,11.68,111.7
WBB,09/08/2019 08:02 MDT,69.73,45.12,15.79,120
WBB,09/08/2019 08:03 MDT,69.62,45.45,14.97,135.1
WBB,09/08/2019 08:04 MDT,69.46,46.29,13.29,126
WBB,09/08/2019 08:05 MDT,69.33,46.07,16.51,125.7
WBB,09/08/2019 08:06 MDT,69.35,45.44,14.9,122.8
WBB,09/08/2019 08:07 MDT,69.39,45.97,14.16,116.2
WBB,09/08/2019 08:08 MDT,69.33,45.1,15.61,124
WBB,09/08/2019 08:09 MDT,69.3,45.09,15.57,119
WBB,09/08/2019 08:10 MDT,69.39,44.07,15.3,134
WBB,09/08/2019 08:11 MDT,69.66,43.17,14.47,146.4
WBB,09/08/2019 08:12 MDT,69.78,42.91,12.06,139.6
WBB,09/08/2019 08:13 MDT,69.89,42.69,12.1,139.6
WBB,09/08/2019 08:14 MDT,70.03,42.29,8.93,130
WBB,09/08/2019 08:15 MDT,70.11,42.44,8.59,143.5
WBB,09/08/2019 08:16 MDT,70.07,42.48,10.67,137.8
WBB,09/08/2019 08:17 MDT,70.03,42.69,11.39,115.5
WBB,09/08/2019 08:18 MDT,70.11,41.33,9.93,130.8
WBB,09/08/2019 08:19 MDT,70.14,42.7,7.4,141.7
WBB,09/08/2019 08:20 MDT,70.09,42.39,11.25,146.5
WBB,09/08/2019 08:21 MDT,70.14,41.28,9.82,144.8
WBB,09/08/2019 08:22 MDT,70.23,40.97,10.87,146.9
WBB,09/08/2019 08:23 MDT,70.29,41.46,9.93,137.9
WBB,09/08/2019 08:24 MDT,70.27,41.28,17.29,153.9
WBB,09/08/2019 08:25 MDT,70.21,41.6,23.51,152.5
WBB,09/08/2019 08:26 MDT,70.12,42.56,15.79,175.4
WBB,09/08/2019 08:27 MDT,69.82,44.18,15.61,174.2
WBB,09/08/2019 08:28 MDT,69.49,45.71,9.31,178
WBB,09/08/2019 08:29 MDT,69.22,45.82,14,187
WBB,09/08/2019 08:30 MDT,69.06,46.53,17.83,188.8
WBB,09/08/2019 08:31 MDT,68.9,47.55,16.6,188.6
WBB,09/08/2019 08:32 MDT,68.65,49.29,17.9,184.3
WBB,09/08/2019 08:33 MDT,68.27,51.18,21.99,197
WBB,09/08/2019 08:34 MDT,67.71,53.32,19.26,205
WBB,09/08/2019 08:35 MDT,67.23,53.99,15.21,206.5
WBB,09/08/2019 08:36 MDT,66.9,54.49,18.9,203.5
WBB,09/08/2019 08:37 MDT,66.67,55.51,18.12,191.7
WBB,09/08/2019 08:38 MDT,66.42,55.79,17.29,203.8
WBB,09/08/2019 08:39 MDT,66.25,55.54,18.61,199.2
WBB,09/08/2019 08:40 MDT,65.98,57.66,12.59,188.6
WBB,09/08/2019 08:41 MDT,65.55,59.42,15.86,184.7
WBB,09/08/2019 08:42 MDT,64.99,61.51,19.66,185.7
WBB,09/08/2019 08:43 MDT,64.38,63.66,12.03,180.7
WBB,09/08/2019 08:44 MDT,63.86,63.95,18.23,188.2
WBB,09/08/2019 08:45 MDT,63.54,65,14.05,189.6
WBB,09/08/2019 08:46 MDT,63.39,64.75,13.47,185.8
WBB,09/08/2019 08:47 MDT,63.41,64.03,10.18,190.4
WBB,09/08/2019 08:48 MDT,63.41,64.62,15.7,190.1
WBB,09/08/2019 08:49 MDT,63.39,65.15,11.54,184.8
WBB,09/08/2019 08:50 MDT,63.25,66.68,6.38,133.7
WBB,09/08/2019 08:51 MDT,63.05,67.88,9.42,121.6
WBB,09/08/2019 08:52 MDT,62.8,68.89,8.3,110.8
WBB,09/08/2019 08:53 MDT,62.51,69.91,8.7,106.8
WBB,09/08/2019 08:54 MDT,62.26,70.79,9.06,111.3
WBB,09/08/2019 08:55 MDT,62.06,72.01,9.53,89.6
WBB,09/08/2019 08:56 MDT,61.84,73.09,11.61,88.5
WBB,09/08/2019 08:57 MDT,61.72,73.41,12.82,88.6
WBB,09/08/2019 08:58 MDT,61.61,74.05,12.95,86
WBB,09/08/2019 08:59 MDT,61.5,74.55,14.65,90
WBB,09/08/2019 09:00 MDT,61.41,74.44,13.65,91.4
WBB,09/08/2019 09:01 MDT,61.36,74.69,13.67,98.6
WBB,09/08/2019 09:02 MDT,61.34,74.36,14.83,99
WBB,09/08/2019 09:03 MDT,61.36,73.51,15.19,95.7
WBB,09/08/2019 09:04 MDT,61.43,73.29,13.06,95.2
WBB,09/08/2019 09:05 MDT,61.45,72.7,15.7,92.7
WBB,09/08/2019 09:06 MDT,61.59,71.97,15.95,86.2
WBB,09/08/2019 09:07 MDT,61.74,70.82,16.53,81.7
WBB,09/08/2019 09:08 MDT,61.84,71.52,14.05,77.51
WBB,09/08/2019 09:09 MDT,61.9,72.21,15.17,73.44
WBB,09/08/2019 09:10 MDT,62.1,69.43,19.66,73.13
WBB,09/08/2019 09:11 MDT,62.38,67.72,18.43,72.85
WBB,09/08/2019 09:12 MDT,62.56,66.53,18.14,70.02
WBB,09/08/2019 09:13 MDT,62.8,65.62,16.62,78.56
WBB,09/08/2019 09:14 MDT,62.92,64.78,20.42,78.86
WBB,09/08/2019 09:15 MDT,62.96,64.92,15.64,66.81
WBB,09/08/2019 09:16 MDT,62.96,65.1,17.98,71.31
WBB,09/08/2019 09:17 MDT,62.82,66.11,11.79,62.11
WBB,09/08/2019 09:18 MDT,62.82,64.48,17.6,64.62
WBB,09/08/2019 09:19 MDT,63.16,62.68,14.72,69.23
WBB,09/08/2019 09:20 MDT,63.3,63.59,9.15,77.3
WBB,09/08/2019 09:21 MDT,63.34,62.56,17.13,78.76
WBB,09/08/2019 09:22 MDT,63.59,60.81,16.08,89.9
WBB,09/08/2019 09:23 MDT,63.55,62.22,15.55,85.5
WBB,09/08/2019 09:24 MDT,63.39,62.88,17.13,87.6
WBB,09/08/2019 09:25 MDT,63.9,56.49,16.87,97.3
WBB,09/08/2019 09:26 MDT,64.35,56.8,15.73,127.2
WBB,09/08/2019 09:27 MDT,64.89,52.61,17.87,115.7
WBB,09/08/2019 09:28 MDT,65.44,52.18,17.63,102.1
WBB,09/08/2019 09:29 MDT,65.43,52.81,12.17,102.8
WBB,09/08/2019 09:30 MDT,65.55,51.61,12.44,120.1
WBB,09/08/2019 09:31 MDT,65.79,50.93,13.18,96
WBB,09/08/2019 09:32 MDT,66,49.1,16.44,89.5
WBB,09/08/2019 09:33 MDT,66.36,47.74,15.59,110.1
WBB,09/08/2019 09:34 MDT,66.81,45.68,18.84,95.9
WBB,09/08/2019 09:35 MDT,67.42,42.65,20.78,107.6
WBB,09/08/2019 09:36 MDT,67.95,41.89,15.52,128.7
WBB,09/08/2019 09:37 MDT,68.25,41.49,17.16,110.3
WBB,09/08/2019 09:38 MDT,68.18,42.53,20.31,124.6
WBB,09/08/2019 09:39 MDT,67.98,43.37,16.49,120.8
WBB,09/08/2019 09:40 MDT,67.96,42.25,15.61,113.1
WBB,09/08/2019 09:41 MDT,67.6,46.34,22.73,109
WBB,09/08/2019 09:42 MDT,67.1,46.39,21.03,99.7
WBB,09/08/2019 09:43 MDT,66.94,47.09,17.76,102.5
WBB,09/08/2019 09:44 MDT,66.81,47.97,19.53,106.4
WBB,09/08/2019 09:45 MDT,66.67,47.15,17.74,103
WBB,09/08/2019 09:46 MDT,66.97,44.71,20.11,103.5
WBB,09/08/2019 09:47 MDT,67.21,44.22,20.89,114.6
WBB,09/08/2019 09:48 MDT,67.24,45.2,21.3,112.8
WBB,09/08/2019 09:49 MDT,67.14,44.83,20.6,112.2
WBB,09/08/2019 09:50 MDT,67.41,43.36,19.13,131.1
WBB,09/08/2019 09:51 MDT,67.62,43.74,13.62,131.2
WBB,09/08/2019 09:52 MDT,67.51,44.39,12.26,128.6
WBB,09/08/2019 09:53 MDT,67.46,44.32,12.17,120.6
WBB,09/08/2019 09:54 MDT,67.55,43.7,14.41,119.3
WBB,09/08/2019 09:55 MDT,67.46,44.38,11.86,116.1
WBB,09/08/2019 09:56 MDT,67.37,44.59,9.86,94.9
WBB,09/08/2019 09:57 MDT,67.32,44.88,7.18,92.1
WBB,09/08/2019 09:58 MDT,67.39,42.97,11.45,90.2
WBB,09/08/2019 09:59 MDT,67.59,42.77,11.41,93.8
WBB,09/08/2019 10:00 MDT,67.75,41.95,10.56,92.5
WBB,09/08/2019 10:01 MDT,67.93,41.73,12.44,86.5
WBB,09/08/2019 10:02 MDT,68.02,41.79,9.04,77.04
WBB,09/08/2019 10:03 MDT,68.11,40.86,11.07,84.7
WBB,09/08/2019 10:04 MDT,68.16,41.73,9.15,81.7
WBB,09/08/2019 10:05 MDT,68.13,42.05,8.97,90.9
WBB,09/08/2019 10:06 MDT,68.14,40.62,10.13,99.9
WBB,09/08/2019 10:07 MDT,68.25,40.1,9.46,112.8
WBB,09/08/2019 10:08 MDT,68.54,38.53,8.72,117.6
WBB,09/08/2019 10:09 MDT,68.76,38.92,8.77,112.9
WBB,09/08/2019 10:10 MDT,68.85,39.44,8.16,84.1
WBB,09/08/2019 10:11 MDT,68.9,38.7,9.66,71.35
WBB,09/08/2019 10:12 MDT,69.04,38.96,5.32,88.8
